ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,alive_at_end
0,0.05836246681070289,0.044139048262396924,0.018724002564034777,0.26748027287307874,0.14431919327105353,0.08418001450059283,0.057548534680286416,0.06536371869936147,0.1584611506365906,0.10142159770190183,True
1,0.022832015761772375,0.08441925997075947,0.20767973562916536,0.07125346423365028,0.005614019898746705,0.09370132405988653,0.07987666887969427,0.0002826130345699082,0.3504670820366457,0.08387381649510928,True
2,0.07416310035651284,0.3101762670827548,0.05151633102179304,0.026018674355930124,0.2653832136728113,0.03556423625554597,0.09580499571102381,0.08778333813169963,0.008487888791626798,0.0451019546203016,True
3,0.12306513864548696,0.01202488398140234,0.09792586007292928,0.0002227653312315288,0.12510757642995665,0.22743712330533633,0.2141111914763409,0.04183105856187101,0.0379460847762254,0.12032831741921952,True
4,0.007084080753317006,0.0795013616090984,0.07724985592964081,0.0032506865306638176,0.36752833608927005,0.12848679310941663,0.054660976557625904,0.004027742151148507,0.22448830563434924,0.053721861635469714,True
5,0.09192644882652318,0.08101945009873207,0.037424573423337784,0.043489464385464624,0.1613072534160035,0.13510396594864144,0.02553796126356611,0.24707403770781697,0.10637391967260852,0.07074292525730577,True
6,0.19834998938729945,0.04273951942013497,0.017759304944742094,0.0980698434421414,0.1325473941246718,0.016644899613778737,0.12300846866529971,0.1370956923986958,0.08176906318024041,0.15201582482299564,True
7,0.3006662365191261,0.12009181658275069,0.005022844001186139,0.05026455470841298,0.010231330781680995,0.07753283319327378,0.027752780346990462,0.3164367364286179,0.008479389633366667,0.08352147780459429,True
8,0.022535524470809986,0.19690726599022804,0.16998221004743058,0.06655958486831218,0.002445020817049072,0.03839401974074624,0.08093929529035299,0.19461256011035538,0.092135929856414,0.13548858880830164,True
9,0.057236785688389344,0.228629781712784,0.24223536420386393,0.032554924621802254,0.0034630083369993005,0.08522122628795276,0.020939577700365433,0.037488261509839714,0.08865493563594785,0.20357613430205532,True
10,0.099188243220972,0.03649023112416582,0.004923937863256078,0.2214196575632838,0.016487686825156625,0.45221011110199094,0.09956541518534656,0.023436605036830118,0.02071831895490713,0.02555979312409101,True
